,genes,importance
908,MACC1,0.00038087809913084694
461,DUSP10,0.00038059374191676374
2563,RNVU1.27,0.00037954535786573066
1922,XRRA1,0.00037950096781209176
986,MYO7B,0.0003787533081347793
259,CD58,0.00037815618101004917
1644,SLC25A22,0.0003732322184641677
1359,RP11.294J22.6,0.000372683805265558
747,IRF5,0.0003725156026545711
41,ACAA2,0.000368814714001949
836,LINC00888,0.0003686132570237391
128,ARMCX5,0.0003681882372715503
562,FNBP1L,0.0003681580282450287
1233,REM2,0.00036639469359243547
547,FES,0.0003663647803749303
188,BRF2,0.00036594009062427006
1290,RP1.151F17.2,0.0003657607351888209
1725,ST7,0.00036553114925017385
1892,ULK3,0.0003651546873207533
1562,RPS19P3,0.0003649477925381593
1645,SLC25A23,0.0003639348483009789
1637,SLC16A1.AS1,0.0003595921811289029
586,GATM,0.00035889374584820833
161,BAIAP3,0.00035716041139074886
1652,SLC30A4,0.0003568261425247229
1666,SLC9A1,0.0003534879337337359
114,APOL3,0.00035247866284338585
1225,RASSF6,0.0003522003428730865
1069,OSTN.AS1,0.00035114852092490225
1553,RPL32P11,0.000351144783379867
673,HOPX,0.0003495214068975295
1073,PACRGL,0.0003492503999336023
32,AC093673.5,0.0003479493218875454
1998,ZNF831,0.00034780038858091836
1126,PITPNM1,0.00034661060537179383
833,LINC00324,0.00034647496630576527
1411,RP11.46H11.11,0.00034560999009241434
1903,VAMP1,0.0003449085425875821
531,FAM83G,0.0003439744832086361
827,LILRA4,0.0003432167654776098
118,ARHGAP31,0.0003428732061929289
764,IVD,0.00034241450400083296
888,LPAR5,0.00034129378557824975
172,BID,0.0003400730165146998
445,DOCK7,0.0003398692892971315
304,CIAPIN1,0.0003382462674309934
652,HES1,0.0003378519276674101
1173,PRDM8,0.0003347053667553211
1011,NEIL3,0.0003330410733090643
65,AFMID,0.0003329402369564452
727,IL12RB1,0.00033115275845652033
558,FLT3LG,0.0003310700390526434
769,JUP,0.000330438261153812
1705,SPHK2,0.00032824961604092923
1106,PELI3,0.00032786546575639135
