,genes,importance
206,ENSG00000252473.1,0.00020583542388617003
933,DENND6A.AS1,0.0002054825013748792
436,PFN4,0.00020544733627575557
629,RP11.697N18.4,0.0002046206196517639
144,CTA.246H3.11,0.0002044333578153622
147,CTC.281F24.5,0.0002044209940658736
1142,RP11.38L15.3,0.0002043798977706984
645,RP11.74J13.9,0.00020254549357465794
811,UBE2C,0.000201904076258585
700,RPL27AP,0.00020181767170028336
1252,TNK1,0.00020166125041873992
1055,PA2G4P5,0.00020163343302952586
866,AP000577.2,0.00020091884352368858
771,TCAF2P1,0.0002004819584885696
586,RP11.400F19.18,0.000199835645961664
297,IRAG1,0.00019983141030413106
1082,RNU6.260P,0.00019913893764496866
1228,SLC26A5,0.00019902132449734603
662,RP11.91I20.4,0.0001989713958630417
182,DEPDC1B,0.00019855214926989175
1128,RP11.301L8.2,0.00019812756418379168
56,ATP6V1C2,0.00019772922860608917
226,FBXL16,0.00019704357071202827
307,KIF15,0.0001968815831384219
116,CDK1,0.0001968292255093037
1084,RP1.140C12.2,0.00019610891420384223
905,CLEC18A,0.00019598257482932716
598,RP11.46D1.2,0.00019510224829010416
694,RP6.91H8.3,0.00019505347310305027
452,PRELID1P1,0.00019471697509166081
590,RP11.421F16.3,0.0001942834555057617
1012,LINC02246,0.00019220372783026817
488,RN7SL239P,0.0001918375425012509
530,RP11.17A1.3,0.00019036977267467087
419,ORC1,0.0001884899947411711
74,C3orf14,0.00018811418572052432
1140,RP11.379K17.4,0.0001878058173927467
58,AVP,0.00018762453740068827
230,FLJ42393,0.00018754110661309232
1044,NKPD1,0.00018747224000855716
305,KCNJ3,0.00018710946919079985
1060,PDXP,0.0001862654350138553
829,ZBTB44.DT,0.0001862255091242946
37,ADTRP,0.0001858205308082661
467,RAD51,0.00018568361488058828
1111,RP11.216B9.9,0.00018558627884091353
39,AL163953.3,0.0001844902140412136
513,RP11.1072C15.4,0.00018407032323211172
998,LINC00304,0.00018263302866083285
450,PPP2R5CP,0.00018246616152973216
1224,RTP5,0.0001814177460036603
986,KB.431C1.5,0.00018128983781753608
92,CCND2.AS1,0.00017993480034718789
172,CTD.3214H19.6,0.0001797194974058753
170,CTD.2653B5.1,0.00017847335390494
642,RP11.736K20.4,0.00017692501888849497
1267,USF1P1,0.00017685457540506813
928,CTD.3051D23.1,0.00017665254473467023
1189,RP11.961A15.3,0.00017634302332090584
696,RPL15P3,0.00017630647673580677
569,RP11.344E13.4,0.00017533951231684243
232,FOXM1,0.00017351125070183706
1162,RP11.478C6.4,0.00017214670085539832
375,MIR7845,0.00017161742276613587
683,RP5.1021I20.8,0.000171430044710127
1275,ZBTB20.AS5,0.00017073839488724037
1241,SUGT1P4.STRA6LP.CCDC180,0.0001704040332573199
454,PRH1.PRR4,0.00016975977488833626
437,PGAM1P8,0.00016924010451768238
892,CDRT1,0.00016906070391580066
225,FAXC,0.0001686068112224777
577,RP11.382B18.1,0.0001682911610680115
333,LINC01426,0.00016778406551133326
223,FAM32BP,0.00016767724939385073
702,RPL31P63,0.0001672736826795647
567,RP11.342K2.2,0.00016669934402572547
886,CCDC15.DT,0.00016655763220007426
121,CEP55,0.0001659850891361712
566,RP11.331F9.4,0.00016531675264397884
856,AC104843.3,0.00016503852888363768
1101,RP11.15A1.8,0.00016480793913450017
690,RP5.899E9.1,0.0001647427425515365
1238,SPDYE18,0.00016461125315675137
664,RP11.93O14.3,0.0001638800170595683
675,RP3.402G11.28,0.0001634619528244746
923,CTD.2240E14.4,0.00016343403911234835
1175,RP11.59H7.1,0.00016320778195036555
850,AC073063.10,0.00016282841765674502
925,CTD.2370N5.3,0.0001621233286453354
929,CTD.3088G3.6,0.00016181676185026477
10,AC007036.5,0.00016142848048644488
553,RP11.281P23.1,0.0001614230843040356
243,GFOD1.AS1,0.00016079132732335486
533,RP11.195F19.9,0.00015940816827648906
439,PI3,0.00015891821565732135
830,ZBTB8OSP1,0.00015830306397224145
283,IATPR,0.0001545871834998509
477,RFX5.AS1,0.00015451415140769957
1163,RP11.480C16.1,0.00015413663975889127
112,CDCA3,0.00015411464297399784
57,ATP8A2,0.00015397531815968248
843,ABCA17P,0.00015388005848205325
796,TRBV28,0.00015370400559009035
828,YPEL4,0.00015240434202100448
1232,SNORA70G,0.0001519244769638124
1165,RP11.485O10.3,0.0001508932011653655
920,CTC.412M14.5,0.00015058564935147183
558,RP11.299P2.2,0.00015055982796546375
735,SLAMF1,0.00015050052547042767
125,CEROX1,0.0001502495978915094
1022,LRP5,0.000150249546858971
774,TG,0.0001501815403397134
1153,RP11.455O6.8,0.00015016270290759377
818,VSIG1,0.00014985865336603155
33,AC144831.3,0.00014929794527681348
1119,RP11.260E18.1,0.0001489797905617203
1221,RPS6P16,0.00014881981508362035
1180,RP11.66H6.4,0.00014855170925899002
930,CTD.3222D19.9,0.00014777276293150793
411,NT5E,0.0001473235671402569
65,BOLA2P2,0.0001472785927039319
995,KTN1.AS1,0.00014688404575273446
45,AP003068.9,0.00014682925676886953
673,RP3.354N19.3,0.00014663172204172658
837,ZNF460.AS1,0.00014653764919459014
854,AC104135.2,0.00014644576929514932
238,G2E3.AS1,0.00014618214491887206
1092,RP11.115D19.1,0.00014488892778338132
778,TLDC2,0.0001443320072810598
1278,ZNHIT1P1,0.00014431530388387762
1038,MYCBPAP,0.00014265638044196028
525,RP11.164J13.1,0.00014212257850617784
893,CENPN.AS1,0.0001409468130981906
34,ACSBG1,0.00014088824651648855
289,IGHV2.5,0.00014052509865945172
524,RP11.161M6.3,0.00014021319026825512
287,IFNLR1,0.00013968788797380372
44,AP001046.6,0.00013732633538502352
967,HJURP,0.00013718457209321437
943,EGR4,0.00013676281248090373
731,SIRPD,0.00013667514082801977
842,A2MP1,0.00013664402832551178
1098,RP11.142L4.2,0.00013635621666788182
1138,RP11.368I7.6,0.00013543495798407922
617,RP11.573G6.4,0.0001343769102258216
1244,SVOP,0.0001340483959507482
1200,RP5.1057I20.4,0.00013375547118870646
973,HPCAL4,0.0001329564651272701
723,SDK2,0.00013147023797086685
134,CMB9.55A18.1,0.00013121635869062391
1183,RP11.764K9.1,0.00013117822455065275
1067,PPM1K.DT,0.0001304608109490103
335,LINC01529,0.00012983849757974446
254,GPR160P1,0.00012912112819384586
113,CDCA5,0.0001289194397045841
1002,LINC00920,0.00012791489291822606
674,RP3.395M20.9,0.00012782862317994295
1204,RP5.965G21.3,0.000126770574819109
1073,RIMS3,0.00012611922896197091
372,MGARP,0.00012602772450648903
50,ARL14EPP1,0.0001249632509444925
353,LLPH.DT,0.00012487489852831935
1006,LINC01537,0.00012441954716254437
847,AC006946.12,0.00012427592332669917
453,PRELID1P6,0.00012391324893273528
898,CH507.513H4.3,0.00012378938181767661
926,CTD.2396E7.11,0.00012344015953156295
66,bP.21201H5.2,0.00012314909231804378
899,CH507.513H4.4,0.0001228861541125831
1218,RPS26P8,0.00012232032407680725
952,EPHB4,0.00012188272753247217
511,RP11.104J23.2,0.00012159091372114134
589,RP11.415J8.3,0.00012087347568659304
490,RN7SL336P,0.00012080304927805241
1193,RP3.423B22.5,0.00012062061895808603
528,RP11.171I2.4,0.00012058736353186221
299,ITGAD,0.00012055642282168434
908,COL4A3,0.00012049493523079467
739,SLC22A16,0.00012024908163280065
846,AC006014.8,0.00011960133762414917
1025,MAGOH3P,0.00011948514280239422
156,CTD.2245F17.6,0.00011928480198854052
957,FLJ30679,0.00011892135426162554
1177,RP11.619I22.1,0.00011872385345642194
860,ADD2,0.00011857502398885724
680,RP4.681N20.5,0.00011778992014206128
1152,RP11.452K12.4,0.00011749256778686618
239,GABRG2,0.00011686254865586844
977,HYKK,0.00011581775048675426
948,ENSG00000202059.1,0.00011541208368571865
552,RP11.278A23.1,0.00011482559619987141
417,OR2A1.AS1,0.00011480471798278646
759,SSC4D,0.00011462637193569466
562,RP11.325L12.5,0.00011357819945412581
848,AC010082.2,0.00011299323015725047
1265,TRIP13,0.00011249685242702797
1051,OR3A2,0.00011246294093466754
1143,RP11.397P13.6,0.00011123681677592226
187,DKK2,0.00011101604116657989
1079,RNA5SP469,0.00011070588352125418
194,DPRXP4,0.00011054226833191105
545,RP11.255B23.1,0.00011053251066008779
422,PARP11.AS1,0.00011031044190984431
775,TGFBR3L,0.00010980999892565093
734,SKA3,0.00010932166938732075
1263,TRHDE,0.00010905697753434661
947,ENPP1,0.00010904893521180194
1120,RP11.264F23.1,0.00010883063157681031
1078,RNA5SP151,0.00010871623562352196
935,DIAPH3,0.00010865008109709053
1034,MRPL40P1,0.00010860495483638289
581,RP11.38L15.2,0.00010827106720708123
295,IMPDH1P10,0.00010827012540272262
169,CTD.2623H2.7,0.00010775287894039782
989,KIF23,0.00010773150670395244
163,CTD.2501E16.2,0.00010758365989488149
487,RN7SL220P,0.00010727528353236481
1225,RYR2,0.00010716419347621407
133,CLIC5,0.00010662360129247006
77,CACNG8,0.00010646124309476405
859,ADAMTS7P4,0.00010560007386539146
872,ATP5MF.PTCD1,0.00010542888482701729
471,RBMS2P1,0.00010540561976554697
883,CALML4,0.00010534056489722263
687,RP5.837J1.4,0.00010486389526694336
578,RP11.385F5.4,0.0001045836957197245
517,RP11.133M8.3,0.00010455738715113234
663,RP11.927P21.2,0.00010453793336367821
1178,RP11.63I8.1,0.0001043969188987963
495,RN7SL811P,0.00010388785059217017
801,TRPC1,0.00010384846345223846
308,KIF2C,0.00010377024134166333
1094,RP11.120D5.1,0.00010322053687678401
1087,RP11.1049A21.2,0.00010310511541649507
1214,RPS12P17,0.00010283614147597215
945,ELF2P1,0.00010244208071749702
290,IL23A,0.00010209223476326646
13,AC007292.6,0.00010183461824399905
1133,RP11.346D14.1,0.00010172584675947832
1199,RP4.694B14.8,0.00010160225197447279
