,genes,importance
1644,HSP90AB1,0.0003115125355261903
585,CD24,0.00030971710629325733
2764,PNISR,0.0003094128659780574
4934,ZYX,0.00030907844120621773
2324,MPHOSPH8,0.0003038741771572253
236,AP001059.6,0.0003029218253216179
935,CTSH,0.00030051501519954123
2182,LY86,0.00029560448833035075
202,ANAPC16,0.00029514550494459126
1917,KLF2,0.0002941915897846462
1419,GIMAP1,0.00029348770461171163
1115,EEF1D,0.00029116758575531594
1647,HSPA4,0.00029087839454434213
3063,RNF19A,0.0002907636095828932
137,ADK,0.0002898398097653241
421,BSG,0.00028565190514156033
2456,NFATC1,0.0002854285968981665
4067,SNHG6,0.00028461623854806093
4005,SLC44A2,0.0002842953134248843
950,CXCR5,0.0002828375112215657
4576,VCAN,0.00028205765872304047
933,CTSC,0.0002819699876162042
1329,FKBP8,0.00028111608591426755
1762,IKZF3,0.00028047428152023915
3472,RP11.624C23.1,0.0002803939649176431
1936,KMO,0.0002803099183543592
3719,RPL4,0.0002800408675287695
2504,NPM1,0.00027958821196563834
1828,ITM2C,0.00027953806355262634
974,DAPP1,0.0002753695120628037
4096,SOCS3,0.00027467005858855905
1118,EEF2,0.0002731026522171238
2683,PHC3,0.0002718273101715383
2671,PELI1,0.00027007440936714395
2662,PDLIM1,0.00026985415464078464
2278,MGAT5,0.0002696888650450538
729,CKAP4,0.00026966614585061485
952,CXXC5,0.0002663871408738587
774,CNR2,0.0002662142511758503
3689,RPL22,0.000265184856101662
2870,PTPRK,0.00026501117618650994
195,AMD1,0.00026433172946598114
2990,RHOBTB3,0.0002637897409790375
1395,GAS5,0.0002628475029500819
4858,ZNF667,0.0002598271550614372
703,CHCHD10,0.00025851338112337546
556,CCND2,0.00025620808038408417
1842,JMJD1C,0.0002559379065138036
1152,ELOA,0.00025478930572244264
2316,MNDA,0.00025452230014636325
2761,PMEPA1,0.00025396282906458466
218,ANKRD44,0.00025391949982941903
2963,RERE,0.00025353715212733874
1567,HERPUD1,0.00024884159478024684
336,ATXN1,0.0002484260493297298
2190,LYZ,0.00024743353618320523
3781,RPS9,0.0002461825266905335
2401,N4BP2L2,0.00024466446609986195
1342,FNIP1,0.0002445360291679867
2244,MDM4,0.00024385395722022985
758,CMC1,0.00024347259075548894
4197,SYTL3,0.00024337244109981762
4570,UXT,0.0002425286983495035
2825,PRKCQ.AS1,0.00024091626230268547
4581,VEGFB,0.000239179082744648
4036,SMAP2,0.00023854018068573236
574,CD163,0.00023665604172537697
2864,PTMA,0.00023637102963237574
208,ANKRD12,0.0002360028644307458
2270,MFN1,0.00023560372540319956
1610,HMOX1,0.00023534561590463353
4190,SYNGR2,0.00023395476175286907
249,APMAP,0.00023254905174818337
2804,PPP4R3A,0.00023108028719609177
4693,ZFP36L1,0.00023014491560825466
4690,ZFAS1,0.0002295321077352365
2170,LSM7,0.00022924837005049785
1365,FTX,0.0002286558432836396
285,ARID1B,0.00022816203151995149
4344,TMPO,0.00022775735534529308
326,ATP2B1,0.0002277336380073901
3863,SELPLG,0.00022724999976402914
1094,E2F5,0.00022638779008888092
4694,ZFP36L2,0.0002258879015689639
1145,EIF4A2,0.0002253662278047751
2947,RBM26,0.0002218974145578663
142,ADPRM,0.0002217689636923362
1606,HMGN1,0.00022168186739724227
1544,HBA1,0.00022157160151236387
3749,RPS17,0.00022029846315196544
4490,TTN,0.0002190356977803254
3999,SLC38A1,0.00021829231852108267
4123,SPON2,0.00021685190349732503
4135,SRRM2,0.00021514486224912387
1279,FAS,0.00021418768941432038
1160,EML4,0.00021402863160548805
4506,TYMP,0.0002136111284368184
2811,PRDM2,0.0002135330455689372
608,CD69,0.00021341385043683383
4139,SRSF7,0.00021334191025528597
2363,MTHFD2,0.00021268122054162947
2994,RIC3,0.0002124484600563317
297,ARRB2,0.0002123860381415909
4193,SYPL1,0.00021221557507495437
4513,UACA,0.0002121385034337674
3724,RPL6,0.00021213619605378202
1013,DGKD,0.00021118341274998004
4599,WDFY4,0.0002111317742403571
2410,NAP1L1,0.00020973468800840027
